集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2011,01,北海道,M,宿泊業，飲食サービス業,65～69歳,14.15,1.49,171.29
2011,01,北海道,M,宿泊業，飲食サービス業,70歳～,12.78,0.73,154.09
2011,01,北海道,N,生活関連サービス業，娯楽業,年齢計,21.87,23.92,286.36
2011,01,北海道,N,生活関連サービス業，娯楽業,～19歳,18.29,2.41,221.89
2011,01,北海道,N,生活関連サービス業，娯楽業,20～24歳,18.67,17.47,241.51
2011,01,北海道,N,生活関連サービス業，娯楽業,25～29歳,19.03,20.2,248.56
2011,01,北海道,N,生活関連サービス業，娯楽業,30～34歳,20.3,18.53,262.13
2011,01,北海道,N,生活関連サービス業，娯楽業,35～39歳,22.69,28.4,300.68
2011,01,北海道,N,生活関連サービス業，娯楽業,40～44歳,26.59,31.29,350.37
2011,01,北海道,N,生活関連サービス業，娯楽業,45～49歳,24.79,34.26,331.74
2011,01,北海道,N,生活関連サービス業，娯楽業,50～54歳,25.76,29.08,338.2
2011,01,北海道,N,生活関連サービス業，娯楽業,55～59歳,22.83,27.07,301.03
2011,01,北海道,N,生活関連サービス業，娯楽業,60～64歳,21.01,19.48,271.6
2011,01,北海道,N,生活関連サービス業，娯楽業,65～69歳,16.85,17.26,219.46
2011,01,北海道,N,生活関連サービス業，娯楽業,70歳～,18.03,0,216.36
2011,01,北海道,O,教育，学習支援業,年齢計,34.11,115.17,524.49
2011,01,北海道,O,教育，学習支援業,～19歳,13.01,16.62,172.74
2011,01,北海道,O,教育，学習支援業,20～24歳,17.22,31.64,238.28
2011,01,北海道,O,教育，学習支援業,25～29歳,21.41,54.22,311.14
2011,01,北海道,O,教育，学習支援業,30～34歳,26.77,70.97,392.21
2011,01,北海道,O,教育，学習支援業,35～39歳,33.08,101.25,498.21
2011,01,北海道,O,教育，学習支援業,40～44歳,35.92,126.02,557.06
2011,01,北海道,O,教育，学習支援業,45～49歳,41.17,154.53,648.57
2011,01,北海道,O,教育，学習支援業,50～54歳,46.57,194.49,753.33
2011,01,北海道,O,教育，学習支援業,55～59歳,44.16,180.14,710.06
2011,01,北海道,O,教育，学習支援業,60～64歳,39.12,126.57,596.01
2011,01,北海道,O,教育，学習支援業,65～69歳,33.82,109.31,515.15
2011,01,北海道,O,教育，学習支援業,70歳～,27.33,37.82,365.78
2011,01,北海道,P,医療，福祉,年齢計,26.48,65.87,383.63
2011,01,北海道,P,医療，福祉,～19歳,17.8,10.93,224.53
2011,01,北海道,P,医療，福祉,20～24歳,19.33,34.31,266.27
2011,01,北海道,P,医療，福祉,25～29歳,21.78,57.56,318.92
2011,01,北海道,P,医療，福祉,30～34歳,24.86,67,365.32
2011,01,北海道,P,医療，福祉,35～39歳,25.99,74.64,386.52
2011,01,北海道,P,医療，福祉,40～44歳,27.33,78.54,406.5
2011,01,北海道,P,医療，福祉,45～49歳,29.02,78.53,426.77
2011,01,北海道,P,医療，福祉,50～54歳,30.95,81.41,452.81
2011,01,北海道,P,医療，福祉,55～59歳,31,82.58,454.58
2011,01,北海道,P,医療，福祉,60～64歳,26.62,52.62,372.06
2011,01,北海道,P,医療，福祉,65～69歳,67.84,14.69,828.77
2011,01,北海道,P,医療，福祉,70歳～,40.22,23.46,506.1
2011,01,北海道,Q,複合サービス事業,年齢計,30.18,134.26,496.42
2011,01,北海道,Q,複合サービス事業,～19歳,14.52,0,174.24
2011,01,北海道,Q,複合サービス事業,20～24歳,17.78,77.42,290.78
2011,01,北海道,Q,複合サービス事業,25～29歳,21.1,102.95,356.15
2011,01,北海道,Q,複合サービス事業,30～34歳,23.56,112.21,394.93
2011,01,北海道,Q,複合サービス事業,35～39歳,27.59,141.77,472.85
2011,01,北海道,Q,複合サービス事業,40～44歳,32.62,171.68,563.12
2011,01,北海道,Q,複合サービス事業,45～49歳,37.5,133.79,583.79
2011,01,北海道,Q,複合サービス事業,50～54歳,42.37,183.16,691.6
2011,01,北海道,Q,複合サービス事業,55～59歳,36.34,126.96,563.04
2011,01,北海道,Q,複合サービス事業,60～64歳,22.3,29.85,297.45
2011,01,北海道,Q,複合サービス事業,65～69歳,30.61,0,367.32
2011,01,北海道,Q,複合サービス事業,70歳～,-,-,-
2011,01,北海道,R,サービス業（他に分類されないもの）,年齢計,21.46,41.54,299.06
2011,01,北海道,R,サービス業（他に分類されないもの）,～19歳,14.03,14.89,183.25
2011,01,北海道,R,サービス業（他に分類されないもの）,20～24歳,16.31,14.29,210.01
2011,01,北海道,R,サービス業（他に分類されないもの）,25～29歳,18.96,28.5,256.02
2011,01,北海道,R,サービス業（他に分類されないもの）,30～34歳,20.5,38.94,284.94
2011,01,北海道,R,サービス業（他に分類されないもの）,35～39歳,21.55,45.34,303.94
2011,01,北海道,R,サービス業（他に分類されないもの）,40～44歳,22.63,51.63,323.19
2011,01,北海道,R,サービス業（他に分類されないもの）,45～49歳,23.92,57.01,344.05
2011,01,北海道,R,サービス業（他に分類されないもの）,50～54歳,24.69,60.27,356.55
2011,01,北海道,R,サービス業（他に分類されないもの）,55～59歳,24.45,50.27,343.67
2011,01,北海道,R,サービス業（他に分類されないもの）,60～64歳,19.48,26.09,259.85
2011,01,北海道,R,サービス業（他に分類されないもの）,65～69歳,20.29,13.76,257.24
2011,01,北海道,R,サービス業（他に分類されないもの）,70歳～,16.81,28.94,230.66
2011,02,青森県,C,鉱業，採石業，砂利採取業,年齢計,19.78,20.18,257.54
2011,02,青森県,C,鉱業，採石業，砂利採取業,～19歳,12.32,0,147.84
2011,02,青森県,C,鉱業，採石業，砂利採取業,20～24歳,14.93,0,179.16
2011,02,青森県,C,鉱業，採石業，砂利採取業,25～29歳,20.25,17.22,260.22
2011,02,青森県,C,鉱業，採石業，砂利採取業,30～34歳,21.03,11.44,263.8
2011,02,青森県,C,鉱業，採石業，砂利採取業,35～39歳,17.89,5.85,220.53
2011,02,青森県,C,鉱業，採石業，砂利採取業,40～44歳,21.85,32.27,294.47
2011,02,青森県,C,鉱業，採石業，砂利採取業,45～49歳,20.91,32.16,283.08
2011,02,青森県,C,鉱業，採石業，砂利採取業,50～54歳,23.41,19.97,300.89
2011,02,青森県,C,鉱業，採石業，砂利採取業,55～59歳,19.21,8.14,238.66
2011,02,青森県,C,鉱業，採石業，砂利採取業,60～64歳,17.98,26.94,242.7
2011,02,青森県,C,鉱業，採石業，砂利採取業,65～69歳,13.8,0,165.6
2011,02,青森県,C,鉱業，採石業，砂利採取業,70歳～,-,-,-
2011,02,青森県,D,建設業,年齢計,23.47,18.62,300.26
2011,02,青森県,D,建設業,～19歳,16.07,7.07,199.91
2011,02,青森県,D,建設業,20～24歳,17.63,11.49,223.05
2011,02,青森県,D,建設業,25～29歳,19.03,16.53,244.89
2011,02,青森県,D,建設業,30～34歳,21.86,21.77,284.09
2011,02,青森県,D,建設業,35～39歳,24.27,17.63,308.87
2011,02,青森県,D,建設業,40～44歳,23.11,19.52,296.84
2011,02,青森県,D,建設業,45～49歳,25.14,29.2,330.88
2011,02,青森県,D,建設業,50～54歳,25.02,21.36,321.6
2011,02,青森県,D,建設業,55～59歳,25.09,18.69,319.77
2011,02,青森県,D,建設業,60～64歳,23.35,12.34,292.54
2011,02,青森県,D,建設業,65～69歳,24.84,6.04,304.12
2011,02,青森県,D,建設業,70歳～,-,-,-
2011,02,青森県,E,製造業,年齢計,19.44,36.72,270
2011,02,青森県,E,製造業,～19歳,12.98,4.65,160.41
2011,02,青森県,E,製造業,20～24歳,15.37,26.51,210.95
2011,02,青森県,E,製造業,25～29歳,16.74,27.54,228.42
2011,02,青森県,E,製造業,30～34歳,18.26,32.45,251.57
2011,02,青森県,E,製造業,35～39歳,20.9,46.4,297.2
2011,02,青森県,E,製造業,40～44歳,21.88,46.5,309.06
2011,02,青森県,E,製造業,45～49歳,21.32,43.07,298.91
2011,02,青森県,E,製造業,50～54歳,21.52,39.25,297.49
2011,02,青森県,E,製造業,55～59歳,21.01,40.52,292.64
2011,02,青森県,E,製造業,60～64歳,15.7,24.73,213.13
2011,02,青森県,E,製造業,65～69歳,13.34,6.66,166.74
2011,02,青森県,E,製造業,70歳～,13.6,4.95,168.15
2011,02,青森県,F,電気・ガス・熱供給・水道業,年齢計,41.91,161.93,664.85
2011,02,青森県,F,電気・ガス・熱供給・水道業,～19歳,17.21,53.15,259.67
2011,02,青森県,F,電気・ガス・熱供給・水道業,20～24歳,20.3,79.93,323.53
2011,02,青森県,F,電気・ガス・熱供給・水道業,25～29歳,25.91,100.27,411.19
2011,02,青森県,F,電気・ガス・熱供給・水道業,30～34歳,32.4,122.54,511.34
2011,02,青森県,F,電気・ガス・熱供給・水道業,35～39歳,41.4,136.46,633.26
2011,02,青森県,F,電気・ガス・熱供給・水道業,40～44歳,51.78,201.93,823.29
2011,02,青森県,F,電気・ガス・熱供給・水道業,45～49歳,53.62,207.47,850.91
2011,02,青森県,F,電気・ガス・熱供給・水道業,50～54歳,60.04,254.8,975.28
2011,02,青森県,F,電気・ガス・熱供給・水道業,55～59歳,67.69,284.31,1096.59
2011,02,青森県,F,電気・ガス・熱供給・水道業,60～64歳,25.96,92.9,404.42
2011,02,青森県,F,電気・ガス・熱供給・水道業,65～69歳,-,-,-
2011,02,青森県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2011,02,青森県,G,情報通信業,年齢計,32.65,110.68,502.48
2011,02,青森県,G,情報通信業,～19歳,16.23,8.25,203.01
2011,02,青森県,G,情報通信業,20～24歳,18.61,33.12,256.44
2011,02,青森県,G,情報通信業,25～29歳,20.31,64.05,307.77
2011,02,青森県,G,情報通信業,30～34歳,26.02,80.67,392.91
2011,02,青森県,G,情報通信業,35～39歳,30.72,98.92,467.56
2011,02,青森県,G,情報通信業,40～44歳,38.81,151.76,617.48
2011,02,青森県,G,情報通信業,45～49歳,42.03,152.76,657.12
2011,02,青森県,G,情報通信業,50～54歳,52.28,194.93,822.29
2011,02,青森県,G,情報通信業,55～59歳,47.68,176.74,748.9
2011,02,青森県,G,情報通信業,60～64歳,27.76,1.14,334.26
2011,02,青森県,G,情報通信業,65～69歳,-,-,-
2011,02,青森県,G,情報通信業,70歳～,-,-,-
2011,02,青森県,H,運輸業，郵便業,年齢計,19.59,20.6,255.68
2011,02,青森県,H,運輸業，郵便業,～19歳,13.86,10.47,176.79
2011,02,青森県,H,運輸業，郵便業,20～24歳,16.63,26.06,225.62
2011,02,青森県,H,運輸業，郵便業,25～29歳,16.44,23.86,221.14
2011,02,青森県,H,運輸業，郵便業,30～34歳,17.34,23.31,231.39
2011,02,青森県,H,運輸業，郵便業,35～39歳,17.93,13.5,228.66
2011,02,青森県,H,運輸業，郵便業,40～44歳,20.38,12.21,256.77
2011,02,青森県,H,運輸業，郵便業,45～49歳,20.01,21.85,261.97
2011,02,青森県,H,運輸業，郵便業,50～54歳,22.57,38.67,309.51
2011,02,青森県,H,運輸業，郵便業,55～59歳,21.71,25.32,285.84
2011,02,青森県,H,運輸業，郵便業,60～64歳,15.94,3.05,194.33
2011,02,青森県,H,運輸業，郵便業,65～69歳,13.62,1.45,164.89
2011,02,青森県,H,運輸業，郵便業,70歳～,-,-,-
2011,02,青森県,I,卸売業，小売業,年齢計,23.08,57.33,334.29
2011,02,青森県,I,卸売業，小売業,～19歳,14.12,6.65,176.09
2011,02,青森県,I,卸売業，小売業,20～24歳,16.53,27.56,225.92
2011,02,青森県,I,卸売業，小売業,25～29歳,19.02,43.14,271.38
2011,02,青森県,I,卸売業，小売業,30～34歳,21.14,55.88,309.56
2011,02,青森県,I,卸売業，小売業,35～39歳,23.64,65.36,349.04
2011,02,青森県,I,卸売業，小売業,40～44歳,26.56,68.54,387.26
2011,02,青森県,I,卸売業，小売業,45～49歳,28.39,83.66,424.34
2011,02,青森県,I,卸売業，小売業,50～54歳,28.18,67.67,405.83
2011,02,青森県,I,卸売業，小売業,55～59歳,25.19,67.71,369.99
2011,02,青森県,I,卸売業，小売業,60～64歳,20.05,28.96,269.56
2011,02,青森県,I,卸売業，小売業,65～69歳,16.37,15.68,212.12
2011,02,青森県,I,卸売業，小売業,70歳～,12.49,0,149.88
2011,02,青森県,J,金融業，保険業,年齢計,30.77,108.67,477.91
2011,02,青森県,J,金融業，保険業,～19歳,14.07,1.88,170.72
2011,02,青森県,J,金融業，保険業,20～24歳,18.08,45.93,262.89
2011,02,青森県,J,金融業，保険業,25～29歳,20.31,83.22,326.94
2011,02,青森県,J,金融業，保険業,30～34歳,26.69,107.88,428.16
2011,02,青森県,J,金融業，保険業,35～39歳,26.05,97.37,409.97
2011,02,青森県,J,金融業，保険業,40～44歳,36.62,143.83,583.27
2011,02,青森県,J,金融業，保険業,45～49歳,37.39,153.93,602.61
2011,02,青森県,J,金融業，保険業,50～54歳,38.77,121.18,586.42
2011,02,青森県,J,金融業，保険業,55～59歳,33.45,101.62,503.02
2011,02,青森県,J,金融業，保険業,60～64歳,32.79,90.66,484.14
2011,02,青森県,J,金融業，保険業,65～69歳,21.55,27.73,286.33
2011,02,青森県,J,金融業，保険業,70歳～,15,63.22,243.22
2011,02,青森県,K,不動産業，物品賃貸業,年齢計,25.53,65.19,371.55
2011,02,青森県,K,不動産業，物品賃貸業,～19歳,14.57,2.1,176.94
2011,02,青森県,K,不動産業，物品賃貸業,20～24歳,16.04,21.31,213.79
2011,02,青森県,K,不動産業，物品賃貸業,25～29歳,20.7,51.25,299.65
2011,02,青森県,K,不動産業，物品賃貸業,30～34歳,21.18,50.85,305.01
2011,02,青森県,K,不動産業，物品賃貸業,35～39歳,27.46,73.87,403.39
2011,02,青森県,K,不動産業，物品賃貸業,40～44歳,32.08,94.23,479.19
2011,02,青森県,K,不動産業，物品賃貸業,45～49歳,32.56,95.32,486.04
2011,02,青森県,K,不動産業，物品賃貸業,50～54歳,28.21,66.16,404.68
2011,02,青森県,K,不動産業，物品賃貸業,55～59歳,22.38,41.95,310.51
2011,02,青森県,K,不動産業，物品賃貸業,60～64歳,23.77,42.5,327.74
2011,02,青森県,K,不動産業，物品賃貸業,65～69歳,16.33,25.37,221.33
2011,02,青森県,K,不動産業，物品賃貸業,70歳～,13.66,12.86,176.78
2011,02,青森県,L,学術研究，専門・技術サービス業,年齢計,27.37,58.21,386.65
2011,02,青森県,L,学術研究，専門・技術サービス業,～19歳,15.43,7.25,192.41
2011,02,青森県,L,学術研究，専門・技術サービス業,20～24歳,17.59,36.56,247.64
2011,02,青森県,L,学術研究，専門・技術サービス業,25～29歳,18.9,27.95,254.75
2011,02,青森県,L,学術研究，専門・技術サービス業,30～34歳,20.94,42.74,294.02
2011,02,青森県,L,学術研究，専門・技術サービス業,35～39歳,25.17,55.92,357.96
2011,02,青森県,L,学術研究，専門・技術サービス業,40～44歳,27.67,65.27,397.31
2011,02,青森県,L,学術研究，専門・技術サービス業,45～49歳,32.74,74.44,467.32
2011,02,青森県,L,学術研究，専門・技術サービス業,50～54歳,37.16,81.09,527.01
2011,02,青森県,L,学術研究，専門・技術サービス業,55～59歳,35.71,84.41,512.93
2011,02,青森県,L,学術研究，専門・技術サービス業,60～64歳,25.07,41.03,341.87
2011,02,青森県,L,学術研究，専門・技術サービス業,65～69歳,16.32,11.21,207.05
2011,02,青森県,L,学術研究，専門・技術サービス業,70歳～,18.4,0,220.8
2011,02,青森県,M,宿泊業，飲食サービス業,年齢計,18.09,16.22,233.3
2011,02,青森県,M,宿泊業，飲食サービス業,～19歳,14.02,0.17,168.41
2011,02,青森県,M,宿泊業，飲食サービス業,20～24歳,13.61,9.07,172.39
2011,02,青森県,M,宿泊業，飲食サービス業,25～29歳,14.57,15.68,190.52
2011,02,青森県,M,宿泊業，飲食サービス業,30～34歳,17.07,18.62,223.46
2011,02,青森県,M,宿泊業，飲食サービス業,35～39歳,20.1,25.42,266.62
2011,02,青森県,M,宿泊業，飲食サービス業,40～44歳,20.81,15.75,265.47
2011,02,青森県,M,宿泊業，飲食サービス業,45～49歳,23.42,13.31,294.35
2011,02,青森県,M,宿泊業，飲食サービス業,50～54歳,19.07,16.41,245.25
2011,02,青森県,M,宿泊業，飲食サービス業,55～59歳,18.18,14.9,233.06
2011,02,青森県,M,宿泊業，飲食サービス業,60～64歳,16.12,17.85,211.29
2011,02,青森県,M,宿泊業，飲食サービス業,65～69歳,14.06,0,168.72
2011,02,青森県,M,宿泊業，飲食サービス業,70歳～,15.42,9.85,194.89
2011,02,青森県,N,生活関連サービス業，娯楽業,年齢計,19.33,25.1,257.06
2011,02,青森県,N,生活関連サービス業，娯楽業,～19歳,16.84,4.65,206.73
2011,02,青森県,N,生活関連サービス業，娯楽業,20～24歳,15.55,17.89,204.49
2011,02,青森県,N,生活関連サービス業，娯楽業,25～29歳,18.55,27.64,250.24
2011,02,青森県,N,生活関連サービス業，娯楽業,30～34歳,19.78,31.31,268.67
2011,02,青森県,N,生活関連サービス業，娯楽業,35～39歳,20.27,23.87,267.11
2011,02,青森県,N,生活関連サービス業，娯楽業,40～44歳,20.43,29.06,274.22
2011,02,青森県,N,生活関連サービス業，娯楽業,45～49歳,18.77,22.75,247.99
2011,02,青森県,N,生活関連サービス業，娯楽業,50～54歳,22.64,25.82,297.5
2011,02,青森県,N,生活関連サービス業，娯楽業,55～59歳,20.65,24.96,272.76
2011,02,青森県,N,生活関連サービス業，娯楽業,60～64歳,13.81,13.54,179.26
2011,02,青森県,N,生活関連サービス業，娯楽業,65～69歳,15,10,190
2011,02,青森県,N,生活関連サービス業，娯楽業,70歳～,-,-,-
2011,02,青森県,O,教育，学習支援業,年齢計,31.7,81.09,461.49
2011,02,青森県,O,教育，学習支援業,～19歳,12.5,0,150
2011,02,青森県,O,教育，学習支援業,20～24歳,16.53,19.81,218.17
2011,02,青森県,O,教育，学習支援業,25～29歳,19.4,37.02,269.82
2011,02,青森県,O,教育，学習支援業,30～34歳,25.12,55.28,356.72
2011,02,青森県,O,教育，学習支援業,35～39歳,30.63,77.96,445.52
2011,02,青森県,O,教育，学習支援業,40～44歳,32.42,83.28,472.32
2011,02,青森県,O,教育，学習支援業,45～49歳,37.04,112.2,556.68
2011,02,青森県,O,教育，学習支援業,50～54歳,39.61,111.39,586.71
2011,02,青森県,O,教育，学習支援業,55～59歳,39.35,109.61,581.81
2011,02,青森県,O,教育，学習支援業,60～64歳,38.18,104.29,562.45
2011,02,青森県,O,教育，学習支援業,65～69歳,39.01,22.39,490.51
2011,02,青森県,O,教育，学習支援業,70歳～,25.4,22.52,327.32
2011,02,青森県,P,医療，福祉,年齢計,21.08,41.9,294.86
2011,02,青森県,P,医療，福祉,～19歳,14.48,0,173.76
2011,02,青森県,P,医療，福祉,20～24歳,16.98,20.43,224.19
2011,02,青森県,P,医療，福祉,25～29歳,18.69,37.14,261.42
2011,02,青森県,P,医療，福祉,30～34歳,22.31,44.68,312.4
2011,02,青森県,P,医療，福祉,35～39歳,20.91,51.59,302.51
2011,02,青森県,P,医療，福祉,40～44歳,22.88,53.48,328.04
2011,02,青森県,P,医療，福祉,45～49歳,22.48,52.35,322.11
2011,02,青森県,P,医療，福祉,50～54歳,23.27,47.67,326.91
2011,02,青森県,P,医療，福祉,55～59歳,21.05,45.1,297.7
2011,02,青森県,P,医療，福祉,60～64歳,23.67,41.65,325.69
2011,02,青森県,P,医療，福祉,65～69歳,41.49,101.9,599.78
2011,02,青森県,P,医療，福祉,70歳～,39.05,5.19,473.79
2011,02,青森県,Q,複合サービス事業,年齢計,25.32,65.66,369.5
2011,02,青森県,Q,複合サービス事業,～19歳,12.76,0,153.12
2011,02,青森県,Q,複合サービス事業,20～24歳,16.61,30.62,229.94
2011,02,青森県,Q,複合サービス事業,25～29歳,17.56,33.38,244.1
2011,02,青森県,Q,複合サービス事業,30～34歳,20.4,53.86,298.66
2011,02,青森県,Q,複合サービス事業,35～39歳,27.96,79.48,415
2011,02,青森県,Q,複合サービス事業,40～44歳,25.9,51.44,362.24
2011,02,青森県,Q,複合サービス事業,45～49歳,31.62,101.95,481.39
2011,02,青森県,Q,複合サービス事業,50～54歳,31.06,99.04,471.76
2011,02,青森県,Q,複合サービス事業,55～59歳,25.51,61.9,368.02
2011,02,青森県,Q,複合サービス事業,60～64歳,20.31,32.91,276.63
2011,02,青森県,Q,複合サービス事業,65～69歳,22.53,27.89,298.25
2011,02,青森県,Q,複合サービス事業,70歳～,19.5,0,234
2011,02,青森県,R,サービス業（他に分類されないもの）,年齢計,19.04,33.6,262.08
2011,02,青森県,R,サービス業（他に分類されないもの）,～19歳,14.77,0.96,178.2
2011,02,青森県,R,サービス業（他に分類されないもの）,20～24歳,15.63,19.73,207.29
2011,02,青森県,R,サービス業（他に分類されないもの）,25～29歳,16.34,30.03,226.11
2011,02,青森県,R,サービス業（他に分類されないもの）,30～34歳,17.68,24.57,236.73
2011,02,青森県,R,サービス業（他に分類されないもの）,35～39歳,18.76,32.63,257.75
2011,02,青森県,R,サービス業（他に分類されないもの）,40～44歳,20.65,38.07,285.87
2011,02,青森県,R,サービス業（他に分類されないもの）,45～49歳,22.62,53.61,325.05
2011,02,青森県,R,サービス業（他に分類されないもの）,50～54歳,23.05,53.15,329.75
2011,02,青森県,R,サービス業（他に分類されないもの）,55～59歳,20.35,38.23,282.43
2011,02,青森県,R,サービス業（他に分類されないもの）,60～64歳,16.21,17.26,211.78
2011,02,青森県,R,サービス業（他に分類されないもの）,65～69歳,13.86,12.4,178.72
2011,02,青森県,R,サービス業（他に分類されないもの）,70歳～,12.7,8.31,160.71
2011,03,岩手県,C,鉱業，採石業，砂利採取業,年齢計,20.96,45.98,297.5
2011,03,岩手県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2011,03,岩手県,C,鉱業，採石業，砂利採取業,20～24歳,18.54,14.44,236.92
2011,03,岩手県,C,鉱業，採石業，砂利採取業,25～29歳,16.02,63.98,256.22
2011,03,岩手県,C,鉱業，採石業，砂利採取業,30～34歳,18.88,32.06,258.62
2011,03,岩手県,C,鉱業，採石業，砂利採取業,35～39歳,19.59,46.17,281.25
2011,03,岩手県,C,鉱業，採石業，砂利採取業,40～44歳,21.17,42.44,296.48
2011,03,岩手県,C,鉱業，採石業，砂利採取業,45～49歳,23.51,62.49,344.61
2011,03,岩手県,C,鉱業，採石業，砂利採取業,50～54歳,26.26,95.29,410.41
2011,03,岩手県,C,鉱業，採石業，砂利採取業,55～59歳,26.83,53.22,375.18
2011,03,岩手県,C,鉱業，採石業，砂利採取業,60～64歳,19.13,38.43,267.99
2011,03,岩手県,C,鉱業，採石業，砂利採取業,65～69歳,15.39,20,204.68
2011,03,岩手県,C,鉱業，採石業，砂利採取業,70歳～,-,-,-
2011,03,岩手県,D,建設業,年齢計,24.95,32.12,331.52
2011,03,岩手県,D,建設業,～19歳,15.04,10.35,190.83
2011,03,岩手県,D,建設業,20～24歳,17.99,23.48,239.36
2011,03,岩手県,D,建設業,25～29歳,21.2,30.59,284.99
2011,03,岩手県,D,建設業,30～34歳,24.33,34.59,326.55
2011,03,岩手県,D,建設業,35～39歳,24.19,37.03,327.31
2011,03,岩手県,D,建設業,40～44歳,27.12,30.25,355.69
2011,03,岩手県,D,建設業,45～49歳,27.22,38.4,365.04
2011,03,岩手県,D,建設業,50～54歳,28.36,41.21,381.53
2011,03,岩手県,D,建設業,55～59歳,28.15,35.35,373.15
2011,03,岩手県,D,建設業,60～64歳,22.22,16.26,282.9
2011,03,岩手県,D,建設業,65～69歳,19.84,3.37,241.45
2011,03,岩手県,D,建設業,70歳～,22.34,12.97,281.05
2011,03,岩手県,E,製造業,年齢計,21.32,43.83,299.67
2011,03,岩手県,E,製造業,～19歳,16.92,8.19,211.23
2011,03,岩手県,E,製造業,20～24歳,16.5,29.08,227.08
2011,03,岩手県,E,製造業,25～29歳,17.91,31.11,246.03
2011,03,岩手県,E,製造業,30～34歳,19.51,38.19,272.31
2011,03,岩手県,E,製造業,35～39歳,21.98,52.74,316.5
2011,03,岩手県,E,製造業,40～44歳,23.67,55.36,339.4
2011,03,岩手県,E,製造業,45～49歳,24.14,54.25,343.93
2011,03,岩手県,E,製造業,50～54歳,24.24,52.64,343.52
2011,03,岩手県,E,製造業,55～59歳,21.96,41.91,305.43
2011,03,岩手県,E,製造業,60～64歳,17.64,18.14,229.82
2011,03,岩手県,E,製造業,65～69歳,15.91,11.8,202.72
2011,03,岩手県,E,製造業,70歳～,22.37,44.55,312.99
2011,03,岩手県,F,電気・ガス・熱供給・水道業,年齢計,38,143.29,599.29
2011,03,岩手県,F,電気・ガス・熱供給・水道業,～19歳,19.91,60.07,298.99
2011,03,岩手県,F,電気・ガス・熱供給・水道業,20～24歳,21.8,81.4,343
2011,03,岩手県,F,電気・ガス・熱供給・水道業,25～29歳,26.26,97.02,412.14
2011,03,岩手県,F,電気・ガス・熱供給・水道業,30～34歳,32.68,126.78,518.94
2011,03,岩手県,F,電気・ガス・熱供給・水道業,35～39歳,36.4,138.88,575.68
2011,03,岩手県,F,電気・ガス・熱供給・水道業,40～44歳,45.05,177.14,717.74
2011,03,岩手県,F,電気・ガス・熱供給・水道業,45～49歳,51.7,192.42,812.82
2011,03,岩手県,F,電気・ガス・熱供給・水道業,50～54歳,52.26,208.04,835.16
2011,03,岩手県,F,電気・ガス・熱供給・水道業,55～59歳,50.46,160.04,765.56
2011,03,岩手県,F,電気・ガス・熱供給・水道業,60～64歳,23.17,100.12,378.16
2011,03,岩手県,F,電気・ガス・熱供給・水道業,65～69歳,-,-,-
2011,03,岩手県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2011,03,岩手県,G,情報通信業,年齢計,32.51,103.93,494.05
2011,03,岩手県,G,情報通信業,～19歳,15.17,6.06,188.1
2011,03,岩手県,G,情報通信業,20～24歳,17.09,27.4,232.48
2011,03,岩手県,G,情報通信業,25～29歳,20.86,65.84,316.16
2011,03,岩手県,G,情報通信業,30～34歳,22.02,70.05,334.29
2011,03,岩手県,G,情報通信業,35～39歳,30.47,89.21,454.85
2011,03,岩手県,G,情報通信業,40～44歳,33.19,99.43,497.71
2011,03,岩手県,G,情報通信業,45～49歳,42.49,138.57,648.45
2011,03,岩手県,G,情報通信業,50～54歳,38.7,147.54,611.94
2011,03,岩手県,G,情報通信業,55～59歳,40.03,143.56,623.92
2011,03,岩手県,G,情報通信業,60～64歳,24.44,61.05,354.33
2011,03,岩手県,G,情報通信業,65～69歳,15.71,53.51,242.03
2011,03,岩手県,G,情報通信業,70歳～,-,-,-
2011,03,岩手県,H,運輸業，郵便業,年齢計,21.71,26.85,287.37
2011,03,岩手県,H,運輸業，郵便業,～19歳,-,-,-
2011,03,岩手県,H,運輸業，郵便業,20～24歳,16.52,30.43,228.67
2011,03,岩手県,H,運輸業，郵便業,25～29歳,18.62,31.51,254.95
2011,03,岩手県,H,運輸業，郵便業,30～34歳,20.45,22.56,267.96
2011,03,岩手県,H,運輸業，郵便業,35～39歳,21.9,18.96,281.76
2011,03,岩手県,H,運輸業，郵便業,40～44歳,20.97,14.5,266.14
2011,03,岩手県,H,運輸業，郵便業,45～49歳,22.27,31.37,298.61
2011,03,岩手県,H,運輸業，郵便業,50～54歳,25.16,50.73,352.65
2011,03,岩手県,H,運輸業，郵便業,55～59歳,23.65,35.35,319.15
2011,03,岩手県,H,運輸業，郵便業,60～64歳,18.07,6.46,223.3
2011,03,岩手県,H,運輸業，郵便業,65～69歳,20.09,3.7,244.78
2011,03,岩手県,H,運輸業，郵便業,70歳～,14.03,5.27,173.63
2011,03,岩手県,I,卸売業，小売業,年齢計,24.78,57.16,354.52
2011,03,岩手県,I,卸売業，小売業,～19歳,14.55,3.88,178.48
2011,03,岩手県,I,卸売業，小売業,20～24歳,16.7,26.33,226.73
